actual,expectations
1.3857080381025466,1.4145924455293655
1.4145924455293655,1.370801568803532
1.370801568803532,1.2839456549325825
1.2839456549325825,1.237746592935273
1.237746592935273,1.276997399791637
1.276997399791637,1.3569993198699426
1.3569993198699426,1.4094511463838413
1.4094511463838413,1.3951231762565257
1.3951231762565257,1.3198713776214903
1.3198713776214903,1.24855272237409
1.24855272237409,1.2543551779051278
1.2543551779051278,1.324814520168055
1.324814520168055,1.3941149511323703
1.3941149511323703,1.4086007843502535
1.4086007843502535,1.3545219206261887
1.3545219206261887,1.2718610567171218
1.2718610567171218,1.2427954706614335
1.2427954706614335,1.2930376993096042
1.2930376993096042,1.3701479567877053
1.3701479567877053,1.4105353240769376
1.4105353240769376,1.3831399012910723
1.3831399012910723,1.3038175271999044
1.3038175271999042,1.2448825880110401
1.24488258801104,1.2660898453386031
1.266089845338603,1.340262342859782
1.340262342859782,1.4011813684697783
1.4011813684697785,1.4022790699356078
1.402279069935608,1.3385890015539164
1.3385890015539166,1.2610360940033414
1.2610360940033414,1.2483205950571685
1.2483205950571683,1.3082036620228104
1.30820366202281,1.3817885346297067
1.381788534629706,1.4101580111167047
1.4101580111167047,1.3702581502778755
1.3702581502778763,1.2886425977466458
1.2886425977466467,1.2431893848039637
1.243189384803964,1.2784796365097584
1.2784796365097577,1.3547022376613638
1.3547022376613629,1.4064044258757913
1.4064044258757908,1.3941972862671435
1.3941972862671437,1.3224089691060759
1.3224089691060765,1.2523960072714098
1.2523960072714102,1.2557925379164725
1.255792537916473,1.3233367116514303
1.3233367116514305,1.3917615314712093
1.3917615314712093,1.407602508439864
1.407602508439864,1.356037067055674
1.356037067055674,1.2748309748061533
1.2748309748061533,1.2442343109885219
1.2442343109885219,1.29198712684752
1.29198712684752,1.3680776397155419
1.3680776397155419,1.4093948565393613
1.4093948565393613,1.3840367295073004
1.3840367295073006,1.3063008069836473
1.3063008069836473,1.2465212578025149
1.2465212578025144,1.2654269825875724
1.265426982587572,1.3383121536693816
1.3383121536693814,1.3997818958930246
1.3997818958930246,1.4026320632572695
1.4026320632572695,1.340677907158921
1.3406779071589212,1.26299321002568
1.2629932100256804,1.2481751996346708
1.2481751996346713,1.3064096491560848
1.306409649156085,1.3800884252606394
1.3800884252606394,1.4099431216768132
1.4099431216768128,1.3718761377948636
1.371876137794863,1.2908508883377132
1.2908508883377128,1.243720829669025
1.2437208296690252,1.2770137425610961
1.277013742561097,1.3527676700064382
1.352767670006439,1.4056037952145257
1.4056037952145262,1.3952230008830129
1.3952230008830129,1.3246366449563112
1.3246366449563105,1.2536653037074201
1.2536653037074195,1.254881650842105
1.254881650842105,1.3213363706534338
1.3213363706534345,1.3904140120727218
1.3904140120727224,1.4079524193165347
1.407952419316535,1.3579971283916064
1.3579971283916057,1.2767138913443679
1.276713891344367,1.2440843012422949
1.2440843012422946,1.2901679604351741
1.2901679604351743,1.3663003044685982
1.3663003044685986,1.4090450667137435
1.4090450667137442,1.3854820874733476
1.3854820874733476,1.3084967555000535
1.3084967555000528,1.2472416922090857
1.247241692209085,1.2640679844908433
1.2640679844908433,1.3363010304879848
1.3363010304879854,1.3987713388678888
1.3987713388678895,1.4034061862037936
1.4034061862037943,1.3428144844421557
1.342814484442156,1.2645162044758569
1.2645162044758564,1.2475272489193634
1.2475272489193627,1.3044261353854674
1.304426135385467,1.3785276055851992
1.3785276055851992,1.4099857240971292
1.4099857240971296,1.3736249576534878
1.3736249576534882,1.292910179863422
1.292910179863422,1.2439526482804095
1.243952648280409,1.2753559550436049
1.2753559550436042,1.3508410693351158
1.3508410693351156,1.404929849222964
1.4049298492229643,1.3963578130918322
1.3963578130918324,1.3268439306044457
1.326843930604446,1.2547925255098842
1.254792525509884,1.2538331377303096
1.2538331377303094,1.319293899587393
1.3192938995873928,1.389108826104746
1.3891088261047462,1.4083634358220674
1.4083634358220678,1.3599717856418334
1.359971785641834,1.2785482802169532
1.2785482802169539,1.243863237128274
1.243863237128274,1.2883058398075546
1.2883058398075542,1.3645221150651425
1.3645221150651423,1.4087144426152574
1.4087144426152574,1.386935440409942
1.3869354404099423,1.3106812622480577
1.310681262248058,1.2479439795649838
1.247943979564984,1.2626890057393358
1.2626890057393356,1.3342766546259197
1.3342766546259193,1.397753552836415
1.3977535528364147,1.4041712833017208
1.4041712833017206,1.3449422715179222
1.344942271517922,1.2660478003909488
1.2660478003909488,1.2468880026097429
1.246888002609743,1.3024371987819914
1.3024371987819916,1.3769492514732922
1.3769492514732922,1.4100050617496787
1.4100050617496784,1.3753538711969748
1.3753538711969748,1.2949790568441144
1.2949790568441144,1.2442153974929588
1.2442153974929588,1.2737108790025984
1.2737108790025984,1.3489000234915602
1.3489000234915602,1.4042253280198715
1.4042253280198715,1.3974608622216622
1.3974608622216622,1.3290465160570832
1.3290465160570832,1.255957821789893
1.255957821789893,1.252817106286134
1.252817106286134,1.3172497695551784
1.3172497695551784,1.387773771437448
1.387773771437448,1.40873541288118
1.40873541288118,1.3619241032492584
1.3619241032492584,1.2804107884592593
1.2804107884592593,1.243689830609678
1.243689830609678,1.2864603918221003
1.2864603918221003,1.362722298400436
1.362722298400436,1.4083426675487438
1.4083426675487438,1.388352450285312
1.388352450285312,1.3128727029819909
1.3128727029819909,1.2486983512714267
1.2486983512714267,1.261345494440589
1.261345494440589,1.3322450089959084
1.3322450089959084,1.3966979758013542
1.3966979758013542,1.4048925413824875
1.4048925413824875,1.347054416040753
