actual,expectations
1.2593477659082293,1.369817377554434
1.3668150262588694,1.3666718941248772
1.3762537960612586,1.35744713045743
1.3068400906282107,1.3512855782201112
1.4744508789931654,1.3502373581884868
1.3785456478063587,1.351965509075111
1.2285096386396321,1.3537756190370849
1.3448633631379598,1.3545189744974464
1.3500092267423185,1.3543751865343943
1.45290285366246,1.353955025967864
1.4488017720013282,1.3536772919006235
1.5269925516212939,1.353627502189486
1.3552373319811541,1.3537017411790344
1.0986697389311195,1.3537816639068887
1.3241562727733585,1.3538152218056865
1.0956264099871735,1.3538092976916087
1.2115890256329596,1.353790770776677
1.3958484290013977,1.353778358196192
1.127222583049771,1.3537760209296756
1.2090178573385666,1.353779245605098
1.1750583173561056,1.3537827892437146
1.304638753113051,1.353784304440659
1.1980660682281628,1.3537840633252036
1.1063939349987326,1.3537832479028167
1.3619156323261674,1.3537826935422002
1.4413764276735161,1.353782584207056
1.5073130828617185,1.3537827242516034
1.5376322530717639,1.3537828813645514
1.5172479738588276,1.3537829497447416
1.2143870963047487,1.35378294001658
1.148870886278626,1.3537829041409435
1.5092959269586443,1.3537828793897055
1.3823233302909963,1.3537828742897615
1.745543309716573,1.3537828803675596
1.691125028406692,1.3537828873318545
1.4862898669898432,1.3537828904162692
1.3964168689420817,1.3537828900277977
1.2819472293050624,1.3537828884498928
1.1762768466186535,1.353782887345089
1.2163448089493312,1.353782887107816
1.0731146109780751,1.3537828873713897
1.157140044322546,1.3537828876800215
0.8624146761141609,1.3537828878190814
1.424177917969971,1.3537828878037652
1.4585800351266835,1.353782887734387
1.2825916562667277,1.3537828876850857
1.4740008016414095,1.353782887674073
1.3161229087422757,1.353782887685494
1.3050856060157585,1.3537828876991678
1.2315924510976795,1.3537828877054339
1.2406524239253194,1.3537828877048401
1.2053039662750549,1.3537828877017914
1.3096676970029193,1.3537828876995923
1.4720331294412623,1.3537828876990823
1.5238076012568362,1.3537828876995763
1.4541155722195143,1.3537828877001814
1.1591213087973504,1.3537828877004636
1.3292263732948697,1.3537828877004412
1.4759724511368615,1.353782887700307
1.5268868676695904,1.353782887700209
1.4896366992015702,1.3537828877001854
1.3728501028887292,1.353782887700207
1.20819542367955,1.3537828877002338
1.4265931562799636,1.3537828877002465
1.4899521831300113,1.3537828877002456
1.3358469825943515,1.3537828877002394
1.2298057959192166,1.3537828877002354
1.2126839061118224,1.353782887700235
1.2043167134303907,1.3537828877002362
1.1015229180358916,1.3537828877002376
1.2124612603728337,1.3537828877002378
1.2728118972542217,1.3537828877002376
1.4805250136927446,1.353782887700237
1.3305398269524922,1.353782887700237
1.3650086077603178,1.3537828877002371
1.354473146413864,1.3537828877002374
1.284996977344258,1.3537828877002374
1.1253463977346725,1.3537828877002374
1.197537516620721,1.3537828877002374
1.1532002253682843,1.3537828877002374
0.9825799182915291,1.3537828877002374
1.4599269452494814,1.3537828877002374
1.3028321220495345,1.3537828877002374
1.3668381241072476,1.3537828877002374
1.4028701410840356,1.3537828877002374
1.4449251591816508,1.3537828877002374
1.400903154535239,1.3537828877002374
1.361000841314302,1.3537828877002374
1.1127574313116977,1.3537828877002374
1.2044984160301297,1.3537828877002374
1.1782192423464797,1.3537828877002374
1.3729540087562702,1.3537828877002374
1.4272942476722146,1.3537828877002374
1.4616846170361117,1.3537828877002374
1.3497193930865063,1.3537828877002374
1.2630771875016968,1.3537828877002374
1.6185135088911007,1.3537828877002374
1.5148988783595403,1.3537828877002374
1.3315478844079138,1.3537828877002376
1.293688434180718,1.3537828877002378
1.4092998853289362,1.3537828877002376
1.4703538249712622,1.353782887700237
1.4820316079607672,1.353782887700237
1.2125154748111184,1.3537828877002371
1.1585249370176758,1.3537828877002374
1.2455399352281136,1.3537828877002376
1.181925952395153,1.3537828877002378
1.2146643199754632,1.3537828877002376
1.4965012956799972,1.353782887700237
1.4207580103029036,1.353782887700237
1.3005930607385108,1.3537828877002371
1.1913752378548503,1.3537828877002374
1.1963849611393995,1.3537828877002374
1.2071100835197115,1.3537828877002374
1.2889613606795638,1.3537828877002374
1.4181417713558404,1.3537828877002374
1.072753199044941,1.3537828877002374
1.0904307216831715,1.3537828877002374
1.0584248573516974,1.3537828877002374
1.3510211129864669,1.3537828877002374
1.3582461658407876,1.3537828877002374
1.2795728177735723,1.3537828877002374
1.2315932760677073,1.3537828877002374
1.0264732232981624,1.3537828877002376
1.2280524189554116,1.3537828877002378
1.3357533566650766,1.3537828877002376
1.3147439458922063,1.353782887700237
1.2086276568698842,1.3537828877002367
1.2145121927423785,1.3537828877002367
1.2889098329616933,1.353782887700237
1.3761238401568778,1.3537828877002374
1.1590513718190794,1.3537828877002376
1.3172808617152345,1.3537828877002378
1.3441288863244372,1.3537828877002376
1.6069223948143794,1.353782887700237
1.5855481611425475,1.353782887700237
1.437030216917154,1.3537828877002371
1.314002538281397,1.3537828877002374
1.2903487204438788,1.3537828877002374
1.2660744981167087,1.3537828877002374
1.3753261081391748,1.3537828877002374
1.1077463615443495,1.3537828877002374
1.3575872451504243,1.3537828877002374
1.4122288619079888,1.3537828877002374
1.676221633395472,1.3537828877002374
1.6184727455700179,1.3537828877002374
1.4670063417204866,1.3537828877002374
1.4826011686991567,1.3537828877002374
1.4788406599175956,1.3537828877002374
1.565498915634691,1.3537828877002376
1.548166201107163,1.3537828877002378
1.299048001167438,1.3537828877002376
1.3235219420472042,1.353782887700237
1.5272670949185592,1.353782887700237
1.7311197124958166,1.3537828877002371
1.5076611492328156,1.3537828877002374
1.471358475082092,1.3537828877002374
1.216931447313717,1.3537828877002374
1.2768307207552578,1.3537828877002374
1.598550955463378,1.3537828877002374
1.3044900074095338,1.3537828877002374
1.2173307763150307,1.3537828877002374
1.361117652404877,1.3537828877002374
1.6768187676898367,1.3537828877002374
1.479194617370668,1.3537828877002374
1.4619974787889898,1.3537828877002374
1.2922674282500244,1.3537828877002374
1.1027837697426603,1.3537828877002374
1.225578708771989,1.3537828877002374
1.149190134853538,1.3537828877002374
1.2169957544555783,1.3537828877002374
1.3269075553183949,1.3537828877002374
1.589516561303475,1.3537828877002374
1.626963622101099,1.3537828877002374
1.4179697832022544,1.3537828877002374
1.4294584607205625,1.3537828877002374
1.19178641494789,1.3537828877002374
1.2181554020000278,1.3537828877002374
1.2597974264577045,1.3537828877002374
1.2934074159533988,1.3537828877002374
1.292629152072769,1.3537828877002374
1.3262592960565922,1.3537828877002374
1.2890522343390325,1.3537828877002374
1.2392195383999416,1.3537828877002374
1.4103067938337521,1.3537828877002374
1.456228527141726,1.3537828877002374
1.5348363602996313,1.3537828877002374
1.7312952535219028,1.3537828877002374
1.6782070675752623,1.3537828877002374
1.230659749294849,1.3537828877002374
0.8252577848372937,1.3537828877002374
1.2272842850154375,1.3537828877002374
1.112565481586253,1.3537828877002374
1.2462547424065515,1.3537828877002374
1.4806755920068466,1.3537828877002374
1.3138261872774462,1.3537828877002374
1.3624804068653815,1.3537828877002374
1.345788906085538,1.3537828877002374
1.3738024501166068,1.3537828877002374
1.3826450298977104,1.3537828877002374
1.5420191315665215,1.3537828877002374
1.6364435918189737,1.3537828877002374
1.40925985011125,1.3537828877002374
1.3067692011720131,1.3537828877002374
1.2867488598287826,1.3537828877002374
1.1442975659991614,1.3537828877002374
1.2823275429805243,1.3537828877002374
1.266693736925094,1.3537828877002374
1.4413639056115448,1.3537828877002374
1.391725390408203,1.3537828877002376
1.3544138697307624,1.3537828877002378
1.2530048244472634,1.3537828877002376
1.5642431508195243,1.353782887700237
1.8055903035369507,1.353782887700237
1.4347255464051634,1.3537828877002371
1.409703189569038,1.3537828877002374
1.249704506967565,1.3537828877002374
1.3017275601172134,1.3537828877002374
1.207861036972451,1.3537828877002374
1.072142264955863,1.3537828877002374
0.9969363145255543,1.3537828877002374
1.0712556804988274,1.3537828877002374
1.3103431828124872,1.3537828877002374
1.2973575440957756,1.3537828877002374
1.3859631220820987,1.3537828877002374
1.54148181559177,1.3537828877002374
1.68706108255616,1.3537828877002374
1.4614679414361451,1.3537828877002374
1.4352360814521612,1.3537828877002374
1.4088693358307156,1.3537828877002374
1.3935395016616283,1.3537828877002374
1.2266756570266653,1.3537828877002374
1.4681734045166572,1.3537828877002374
1.4593800797084977,1.3537828877002374
1.3718993495866965,1.3537828877002374
1.2443879431673843,1.3537828877002374
1.236455510764784,1.3537828877002374
1.6595481459911152,1.3537828877002374
1.6770175414879025,1.3537828877002374
1.4399649169613662,1.3537828877002374
1.3658330353577754,1.3537828877002374
1.4061179241257666,1.3537828877002374
1.5238306633203065,1.3537828877002374
1.63456108683681,1.3537828877002374
1.643478758481511,1.3537828877002374
